,nombre,latitud,longitud,altitud,ThermalLevelValue
3782,TARAPACA [47100010],-2.89472222,-69.73569444,100,"Cálido, T>=24°C, <=800meter"
287,ARICA - R. PUTUMAYO [47087010],-2.14688889,-71.75222222,115,"Cálido, T>=24°C, <=800meter"
2691,CHARCON [25020390],9.39722222,-75.15580556,150,"Cálido, T>=24°C, <=800meter"
2173,CASAS LAS [35030080],4.44116667,-73.93638889,2100,"Frío, 18°C>T>12°C, <=2800meter"
2520,PUERTO OSPINA [47035020],0.13286111,-75.85111111,190,"Cálido, T>=24°C, <=800meter"
2707,PARAISO EL [13090060],9.47388889,-75.37083333,100,"Cálido, T>=24°C, <=800meter"
4077,SIGLO EL [13070080],8.95,-75.56666667,40,"Cálido, T>=24°C, <=800meter"
813,CUSAGUI [24035010],6.24811111,-72.54888889,2950,"Muy Frío, 12°C>T>6°C, <=3700meter"
1868,VEGAS LAS [24017790],5.65,-73.46666667,2980,"Muy Frío, 12°C>T>6°C, <=3700meter"
4124,BICARCO [47097010],-2.46666667,-70.31666667,110,"Cálido, T>=24°C, <=800meter"
263,GORGONA LA PLAYA [57027010],2.96388889,-78.17416667,10,"Cálido, T>=24°C, <=800meter"
3761,TARAPACA [47107010],-2.89472222,-69.73555556,98,"Cálido, T>=24°C, <=800meter"
264,GORGONILLA [57020020],2.98333333,-78.18333333,5,"Cálido, T>=24°C, <=800meter"
59,LETICIA [48017010],-4.22252778,-69.94272222,120,"Cálido, T>=24°C, <=800meter"
3767,GAUDENCIO [47090010],-2.48333333,-70.3,115,"Cálido, T>=24°C, <=800meter"
265,ALTO DE LOS MICOS [57020010],3.0,-78.18333333,180,"Cálido, T>=24°C, <=800meter"
266,GORGONA BOCATOMA [57027020],3.01666667,-78.16666667,60,"Cálido, T>=24°C, <=800meter"
2507,PUERTO LEGUIZAMO [47047050],-0.19972222,-74.78011111,147,"Cálido, T>=24°C, <=800meter"
1474,CUARTOS LOS [21197210],4.36666667,-74.45,1725,"Templado, 24°C>T>18°C, <=1800meter"
3820,LA CHORRERA [47075010],-1.44461111,-72.78958333,160,"Cálido, T>=24°C, <=800meter"
2452,SINDAMANOY [47017580],1.13522222,-77.14719444,2820,"Muy Frío, 12°C>T>6°C, <=3700meter"
4034,MARAVILLA LA [16055080],8.40777778,-73.21361111,1650,"Templado, 24°C>T>18°C, <=1800meter"
2716,PARAISO EL [13097020],9.5,-75.4,90,"Cálido, T>=24°C, <=800meter"
1379,FLORES COLOMBIANAS [21206210],4.73625,-74.15733333,2560,"Frío, 18°C>T>12°C, <=2800meter"
312,SABANETA [23065100],4.90175,-74.30738889,2475,"Frío, 18°C>T>12°C, <=2800meter"
1249,MIRA  5 [22057030],3.93333333,-75.03333333,310,"Cálido, T>=24°C, <=800meter"
1364,TUNDAMA [21206200],4.73333333,-74.25,2550,"Frío, 18°C>T>12°C, <=2800meter"
442,CERRAZON LA [12015080],7.71666667,-76.61666667,70,"Cálido, T>=24°C, <=800meter"
2623,AGUAS MOHOSAS [13070450],9.25111111,-75.49166667,75,"Cálido, T>=24°C, <=800meter"
2234,SEDE IDEAM KRA 10 [21201600],4.60711111,-74.07288889,2685,"Frío, 18°C>T>12°C, <=2800meter"
3866,CERRAZON LA [12017070],7.72086111,-76.57636111,40,"Cálido, T>=24°C, <=800meter"
2106,PRIMAVERA LA [21210210],4.48333333,-75.26666667,1200,"Templado, 24°C>T>18°C, <=1800meter"
2014,LA ESMERALDA - AUT [21257090],4.89077778,-74.85313889,2625,"Frío, 18°C>T>12°C, <=2800meter"
3580,ARMERO GRANJA [21255090],5.0,-74.89999167,321,"Cálido, T>=24°C, <=800meter"
2172,PUENTE LA BOLIVAR [21217280],4.43655,-75.44593889,1907,"Frío, 18°C>T>12°C, <=2800meter"
2214,LIMON EL [22045020],3.65183333,-75.58419444,130,"Cálido, T>=24°C, <=800meter"
2143,BRAZUELO DELICIAS [22067020],3.77586111,-75.45697222,611,"Cálido, T>=24°C, <=800meter"
2402,TOCHE [21210180],4.5195,-75.40983333,1991,"Frío, 18°C>T>12°C, <=2800meter"
1958,TIBACUY [21190030],4.34805556,-74.45447222,1635,"Templado, 24°C>T>18°C, <=1800meter"
2384,SANTA ANA - AUT [21145080],3.58977778,-74.70294444,1410,"Templado, 24°C>T>18°C, <=1800meter"
1832,PALERMO [21125020],2.9075,-75.44333333,550,"Cálido, T>=24°C, <=800meter"
1796,JAMAICA [21195090],4.31666667,-74.58333333,600,"Cálido, T>=24°C, <=800meter"
1162,GUAYABOS LOS [22050100],4.65655556,-75.09694444,330,"Cálido, T>=24°C, <=800meter"
1078,SAN JUAN DE CHINA [21240030],4.54244444,-75.07538889,1980,"Frío, 18°C>T>12°C, <=2800meter"
1944,PALOGRANDE HACIENDA [21210170],4.33188889,-75.40133333,2212,"Frío, 18°C>T>12°C, <=2800meter"
1178,UNIV PEDAGOGICA [21206190],4.66666667,-74.06666667,2570,"Frío, 18°C>T>12°C, <=2800meter"
2031,PARAGUAY HACIENDA [21120010],2.97775,-75.48538889,1300,"Templado, 24°C>T>18°C, <=1800meter"
2082,TRES ESQUINAS [21147080],3.40569444,-74.81702778,716,"Cálido, T>=24°C, <=800meter"
3982,HAMACA LA [22047020],3.75,-75.58333333,135,"Cálido, T>=24°C, <=800meter"
1513,RESACA LA [21210190],4.2745,-75.14841667,1250,"Templado, 24°C>T>18°C, <=1800meter"
1448,CORAZON EL [22075040],4.11666667,-75.11666667,690,"Cálido, T>=24°C, <=800meter"
3978,SANTO DOMINGO [21145060],3.23072222,-74.94344444,1275,"Templado, 24°C>T>18°C, <=1800meter"
2323,SAN ISIDRO [21140040],4.58333333,-74.63333333,1960,"Frío, 18°C>T>12°C, <=2800meter"
2317,ALVARADO [21240080],4.56788889,-74.95130556,439,"Cálido, T>=24°C, <=800meter"
1247,PENAS BLANCAS [21195110],3.96472222,-74.44375,250,"Cálido, T>=24°C, <=800meter"
2101,CAMPOHERMOSO [35085050],5.0345,-73.10366667,1300,"Templado, 24°C>T>18°C, <=1800meter"
2304,GUAINI [22060110],3.71772222,-75.42355556,746,"Cálido, T>=24°C, <=800meter"
1874,VALLE DE SAN JUAN [21185080],4.21645833,-75.10461111,591,"Cálido, T>=24°C, <=800meter"
2411,LUMBI [21257110],5.12569444,-74.90491667,408,"Cálido, T>=24°C, <=800meter"
1956,CUCUANA HACIENDA [21215130],4.34138889,-75.51858333,2229,"Frío, 18°C>T>12°C, <=2800meter"
143,TOBIA  - AUT [23067060],5.12530556,-74.44705556,620,"Cálido, T>=24°C, <=800meter"
1226,PUENTE NEGRO  - AUT [21257120],4.94019444,-75.08980556,1135,"Templado, 24°C>T>18°C, <=1800meter"
1065,RELATOR [22015020],3.52913889,-75.63141667,1160,"Templado, 24°C>T>18°C, <=1800meter"
372,BELLEZA LA [21230120],4.98538889,-74.58111111,1200,"Templado, 24°C>T>18°C, <=1800meter"
2016,BOQUERON [21250170],4.90388889,-75.25277778,3740,"Extremadamente Frio, 6°C>T>0°C, <=4700meter"
1953,BUENOS AIRES [21210200],4.33513889,-75.07344444,728,"Cálido, T>=24°C, <=800meter"
1677,RIOCLARO [22020060],3.05333333,-75.64191667,2326,"Frío, 18°C>T>12°C, <=2800meter"
2065,ROSALES FINCA LOS [22015010],3.21716667,-75.78341667,240,"Cálido, T>=24°C, <=800meter"
1400,POTOSI HACIENDA [21105040],2.69680556,-75.29888889,680,"Cálido, T>=24°C, <=800meter"
1887,JULIA LA [21135050],3.09877778,-75.53002778,1691,"Templado, 24°C>T>18°C, <=1800meter"
3963,GARCIA HACIENDA [21255150],4.85541667,-74.89155556,350,"Cálido, T>=24°C, <=800meter"
1212,SANTA BARBARA FINCA [21100070],2.56172222,-75.23513889,1750,"Templado, 24°C>T>18°C, <=1800meter"
2089,MIRADOR FINCA EL [22010090],3.41666667,-75.68333333,170,"Cálido, T>=24°C, <=800meter"
1669,JUNTAS TOPON [21127050],3.01666667,-75.4,450,"Cálido, T>=24°C, <=800meter"
2812,MONTERREY FORESTAL [25025020],9.73166667,-74.83805556,25,"Cálido, T>=24°C, <=800meter"
3015,VILLA MARLENE [28010070],10.1855,-73.46711111,120,"Cálido, T>=24°C, <=800meter"
2048,BOCATOMA [24017820],5.68,-73.485,2150,"Frío, 18°C>T>12°C, <=2800meter"
2678,NUEVA ANTIOQUIA [12020040],8.05,-76.55,13,"Cálido, T>=24°C, <=800meter"
1844,SUTAMARCHAN [24017830],5.61838889,-73.61286111,2500,"Frío, 18°C>T>12°C, <=2800meter"
3766,PUERTO NARINO [48017020],-3.78238889,-70.36430556,80,"Cálido, T>=24°C, <=800meter"
1153,VUELTA LARGA [35125020],3.86666667,-72.2,200,"Cálido, T>=24°C, <=800meter"
816,CANAL DE FUGA [23087480],6.23333333,-74.88333333,1180,"Templado, 24°C>T>18°C, <=1800meter"
2994,VALERA LA [16035050],8.36666667,-72.58333333,140,"Cálido, T>=24°C, <=800meter"
2152,PST DE MONTA [21165010],3.78761111,-74.91702778,321,"Cálido, T>=24°C, <=800meter"
2810,REPRESA EL CALLAO [25027310],9.68333333,-74.9,25,"Cálido, T>=24°C, <=800meter"
3965,CUEVA LA HACIENDA [24010730],5.63333333,-73.36666667,350,"Cálido, T>=24°C, <=800meter"
3386,AGUAS CLARAS [23217040],8.26666667,-73.6,120,"Cálido, T>=24°C, <=800meter"
3403,YEGUERITA [23217050],8.3,-73.58333333,240,"Cálido, T>=24°C, <=800meter"
4289,VARAS LAS [25020420],8.39,-74.56,60,"Cálido, T>=24°C, <=800meter"
3610,LLANO VERDE [52070030],1.73972222,-77.52777778,340,"Cálido, T>=24°C, <=800meter"
3829,ALBANIA,5.30110889,-74.91458056,788,"Cálido, T>=24°C, <=800meter"
986,CLARO DE LUNA [23070010],5.86141667,-74.76202778,3347,"Muy Frío, 12°C>T>6°C, <=3700meter"
654,BOMBA SUR [25028440],9.23333333,-74.73333333,16,"Cálido, T>=24°C, <=800meter"
3796,CUCUNUBA1,5.25,-73.77,3,"Cálido, T>=24°C, <=800meter"
2109,SUESCA [21201620],5.10958333,-73.79697222,2575,"Frío, 18°C>T>12°C, <=2800meter"
3825,RADIO FARO [23085020],6.38333333,-75.15,1660,"Templado, 24°C>T>18°C, <=1800meter"
1281,UBATE GRANJA [24011090],5.32733333,-73.79144444,2555,"Frío, 18°C>T>12°C, <=2800meter"
1626,TABIO GRANJA [21201630],4.93305556,-74.06561111,2600,"Frío, 18°C>T>12°C, <=2800meter"
1186,VILLAPINZON GRANJA [21201640],5.26375,-73.59086111,2745,"Frío, 18°C>T>12°C, <=2800meter"
3940,CAMP EL PORVENIR [53070040],2.76666667,-77.06666667,200,"Cálido, T>=24°C, <=800meter"
1794,SAN ISIDRO [21201610],4.85028889,-73.89072222,2698,"Frío, 18°C>T>12°C, <=2800meter"
2313,BOLSA LA [35025060],4.57541667,-73.98141667,3195,"Muy Frío, 12°C>T>6°C, <=3700meter"
877,CANAFISANTO [26215020],6.41666667,-75.81666667,500,"Cálido, T>=24°C, <=800meter"
2620,LIBRA ARRIBA [25020400],9.32055556,-75.30361111,180,"Cálido, T>=24°C, <=800meter"
2584,MARIRRIO [11140010],8.0,-76.95,1,"Cálido, T>=24°C, <=800meter"
2879,PRADERA [23197280],8.11666667,-73.58333333,150,"Cálido, T>=24°C, <=800meter"
502,POZO HONDO [15067130],10.99855556,-72.81955556,210,"Cálido, T>=24°C, <=800meter"
3725,SINDAGUA [52055090],1.10758333,-77.38936111,2800,"Frío, 18°C>T>12°C, <=2800meter"
594,ALTO DE MIRA [15015110],11.0915,-73.93238889,180,"Cálido, T>=24°C, <=800meter"
642,VENECIA [13070430],9.19527778,-75.54111111,50,"Cálido, T>=24°C, <=800meter"
2239,CENTRO GAVIOTAS [21206240],4.6,-74.06666667,2700,"Frío, 18°C>T>12°C, <=2800meter"
574,GUACAMAYO [15060090],11.06338889,-72.77669444,220,"Cálido, T>=24°C, <=800meter"
1167,VEGAS LAS HACIENDA [21206230],4.66166667,-74.15141944,2543,"Frío, 18°C>T>12°C, <=2800meter"
660,GLORIA LA [15060180],11.13802778,-72.7115,680,"Cálido, T>=24°C, <=800meter"
370,COLEGIO AGROPECUARIO PAILITAS  - AUT [25025330],8.95422222,-73.63008333,50,"Cálido, T>=24°C, <=800meter"
2730,GUAIRA LA HACIENDA [28045040],9.61666667,-73.8,50,"Cálido, T>=24°C, <=800meter"
3043,CANALETE [12047010],8.78697222,-76.23641667,35,"Cálido, T>=24°C, <=800meter"
1135,VEINTE DE JULIO [53070080],2.53066667,-76.9865,2268,"Frío, 18°C>T>12°C, <=2800meter"
595,ROCHE [15060200],11.07505556,-72.64733333,100,"Cálido, T>=24°C, <=800meter"
1307,HONDURAS [53070060],2.63961111,-77.15494444,230,"Cálido, T>=24°C, <=800meter"
1413,GALLERA LA [53070090],2.74511111,-76.90527778,1597,"Templado, 24°C>T>18°C, <=1800meter"
1408,PORVENIR EL [53075010],2.71666667,-77.16666667,186,"Cálido, T>=24°C, <=800meter"
1311,SAN JUAN DE MICAY [53070070],2.65,-77.28333333,550,"Cálido, T>=24°C, <=800meter"
2858,SAN JOSE [29030140],10.43944444,-75.10833333,20,"Cálido, T>=24°C, <=800meter"
1323,TRAMPA SEDIMENTOS [21087090],2.66666667,-75.56666667,900,"Templado, 24°C>T>18°C, <=1800meter"
3759,NAZARETH [48017030],-4.12019444,-70.03608333,119,"Cálido, T>=24°C, <=800meter"
2185,CHILAGUA FINCA [23060260],5.06463889,-74.38202778,1500,"Templado, 24°C>T>18°C, <=1800meter"
644,LORICA [13077170],9.22667222,-75.81500833,5,"Cálido, T>=24°C, <=800meter"
651,JUNIN [13087010],9.23333333,-76.03333333,24,"Cálido, T>=24°C, <=800meter"
2631,SOLEDAD [13077190],9.35,-75.86666667,1,"Cálido, T>=24°C, <=800meter"
3558,CERETE [13077150],8.88508333,-75.79741667,20,"Cálido, T>=24°C, <=800meter"
2630,SICARA [13077180],9.35,-75.95,2,"Cálido, T>=24°C, <=800meter"
638,VENECIA [13077160],9.18333333,-75.51666667,92,"Cálido, T>=24°C, <=800meter"
2714,MULAS [25027350],9.46666667,-75.15,180,"Cálido, T>=24°C, <=800meter"
2017,PUENTE CARRETERA [35227090],4.90458333,-71.43613889,139,"Cálido, T>=24°C, <=800meter"
1216,SAN JOSE GUAVIARE [32107030],2.57344444,-72.63791667,172,"Cálido, T>=24°C, <=800meter"
579,CHANCLETA LA [15067140],11.03333333,-72.63333333,150,"Cálido, T>=24°C, <=800meter"
2526,MUELLE EL [47017010],0.47363889,-76.48125,200,"Cálido, T>=24°C, <=800meter"
3168,BALSA LA [11135020],7.51666667,-77.2,5,"Cálido, T>=24°C, <=800meter"
1447,ESTRELLA LA [21250100],4.76183333,-74.89869444,331,"Cálido, T>=24°C, <=800meter"
3638,MILAN [44037010],1.28925,-75.50833333,260,"Cálido, T>=24°C, <=800meter"
825,CRAVO NORTE [36027050],6.29563889,-70.19433333,91,"Cálido, T>=24°C, <=800meter"
1395,SAN JOSE [35077100],5.42863889,-73.52827778,2950,"Muy Frío, 12°C>T>6°C, <=3700meter"
1934,CORITO [21206250],4.8,-74.36666667,2580,"Frío, 18°C>T>12°C, <=2800meter"
648,ESMERALDA LA [13077210],9.2,-75.56666667,60,"Cálido, T>=24°C, <=800meter"
565,BAJO GRANDE [13077220],9.15,-75.51666667,48,"Cálido, T>=24°C, <=800meter"
3908,TAJO SUR [15065140],11.07688889,-72.675,95,"Cálido, T>=24°C, <=800meter"
3603,BOCATOMA CENTENARIO [52047030],1.20138889,-77.24777778,2740,"Frío, 18°C>T>12°C, <=2800meter"
3477,PORVENIR EL [14010090],10.71022222,-75.16227778,40,"Cálido, T>=24°C, <=800meter"
2632,VILLA MARCELA [13070440],9.35222222,-75.71888889,40,"Cálido, T>=24°C, <=800meter"
3732,PROVIDENCIA [5204704],1.43194444,-77.30055556,1250,"Templado, 24°C>T>18°C, <=1800meter"
2111,SANTA ROSITA [21201650],5.11591667,-73.75738889,2750,"Frío, 18°C>T>12°C, <=2800meter"
123,ESPERANZA LA [23017040],5.20616667,-74.91372222,550,"Cálido, T>=24°C, <=800meter"
3925,PUENTE CARRETERA [32077020],3.48333333,-73.73333333,320,"Cálido, T>=24°C, <=800meter"
2091,PUENTE CARRETERA [32077030],3.41666667,-73.78333333,360,"Cálido, T>=24°C, <=800meter"
2090,PUENTE CARRETERA [32077010],3.41666667,-73.78333333,360,"Cálido, T>=24°C, <=800meter"
854,ALEJANDRIA [23085030],6.37625,-75.14338889,1712,"Templado, 24°C>T>18°C, <=1800meter"
2380,PUENTE CARRETERA [32077050],3.43333333,-73.78333333,348,"Cálido, T>=24°C, <=800meter"
2381,PUENTE CARRETERA [32077040],3.45,-73.75,327,"Cálido, T>=24°C, <=800meter"
3506,LA GLORIA[23217060],8.61383333,-73.80163889,36,"Cálido, T>=24°C, <=800meter"
311,SANTA TERESA [23065060],4.84216667,-74.46169444,2200,"Frío, 18°C>T>12°C, <=2800meter"
1768,C.UNIV.AGROP-UDCA [21206260],4.79863889,-74.04972222,2570,"Frío, 18°C>T>12°C, <=2800meter"
1534,ITA VALSALICE  - AUT [21195120],4.39577778,-74.39613889,1460,"Templado, 24°C>T>18°C, <=1800meter"
2268,PALESTINA [26155160],5.01666667,-75.51666667,1500,"Templado, 24°C>T>18°C, <=1800meter"
354,MARTOTA [35075050],4.95,-73.43333333,2620,"Frío, 18°C>T>12°C, <=2800meter"
571,ABAJO BOCATOMA [15067160],11.03305556,-72.70872222,89,"Cálido, T>=24°C, <=800meter"
2563,PARAGUACHON [15087080],11.36013889,-72.13244444,35,"Cálido, T>=24°C, <=800meter"
2288,LEJANIAS [32065010],3.53333333,-74.01666667,680,"Cálido, T>=24°C, <=800meter"
2347,CATARATAS [23017070],5.25,-74.9,458,"Cálido, T>=24°C, <=800meter"
3764,BOCAS DEL ATACUARI [48017040],-3.83519444,-70.62561111,93,"Cálido, T>=24°C, <=800meter"
1396,TUNIA [26025100],2.67447222,-76.52633333,1822,"Frío, 18°C>T>12°C, <=2800meter"
2330,PUENTE CARRETERA [23017060],5.21901944,-74.89486111,453,"Cálido, T>=24°C, <=800meter"
1900,POTRERITO [21120040],3.14108333,-75.37947222,850,"Templado, 24°C>T>18°C, <=1800meter"
4452,CUEMANI [44147020],0.62,-72.38,137,"Cálido, T>=24°C, <=800meter"
1604,JARDIN BOTANICO [26135090],4.93333333,-75.73333333,1500,"Templado, 24°C>T>18°C, <=1800meter"
2943,TAMA PARQUE NAL [16015090],7.42444444,-72.44211111,2500,"Frío, 18°C>T>12°C, <=2800meter"
1057,AGUAS CLARAS [32070110],3.47202778,-73.85783333,520,"Cálido, T>=24°C, <=800meter"
584,TAJO SUR [15060210],11.07688889,-72.675,95,"Cálido, T>=24°C, <=800meter"
1741,SAN FRANCISCO [21125040],3.08333333,-75.43333333,825,"Templado, 24°C>T>18°C, <=1800meter"
3711,SANTA ISABEL [47010230],0.99016667,-77.15736111,2719,"Frío, 18°C>T>12°C, <=2800meter"
195,SAN PEDRO - AUT [25017020],7.85388889,-75.70972222,50,"Cálido, T>=24°C, <=800meter"
4376,CUEMANI [44140020],-0.52,-73.04,137,"Cálido, T>=24°C, <=800meter"
615,PUERTO LIBERTADOR [25010010],7.89027778,-75.68,55,"Cálido, T>=24°C, <=800meter"
271,ISLA DEL ROSARIO [14019020],10.19541667,-75.74730556,2,"Cálido, T>=24°C, <=800meter"
1190,GUARACAS [26147080],5.27877778,-75.82786111,1445,"Templado, 24°C>T>18°C, <=1800meter"
1787,AQUITANIA [35097220],5.51666667,-72.88333333,335,"Cálido, T>=24°C, <=800meter"
3971,ITUC [21195130],4.33333333,-74.38333333,1650,"Templado, 24°C>T>18°C, <=1800meter"
2942,OROCUE TAMA [16017070],7.42408333,-72.44219444,2370,"Frío, 18°C>T>12°C, <=2800meter"
3423,MAJAGUAL [25027500],8.54269444,-74.62733333,26,"Cálido, T>=24°C, <=800meter"
3404,NUBES LAS [13047020],8.31666667,-76.1,70,"Cálido, T>=24°C, <=800meter"
3389,RUSIA [13047010],8.28333333,-76.26666667,110,"Cálido, T>=24°C, <=800meter"
3366,MAGARA [23190210],7.59333333,-73.68138889,89,"Cálido, T>=24°C, <=800meter"
452,OREJERO [25027520],8.98222222,-74.71388889,21,"Cálido, T>=24°C, <=800meter"
650,CRUZ CHIQUITA [13077270],9.21666667,-75.5,120,"Cálido, T>=24°C, <=800meter"
2701,CARACOL [13097030],9.4,-75.4,100,"Cálido, T>=24°C, <=800meter"
566,CUESANTA ABAJO [13077260],9.15,-75.51666667,80,"Cálido, T>=24°C, <=800meter"
649,MARIA LA [13077250],9.2,-75.45,120,"Cálido, T>=24°C, <=800meter"
2613,PASTORA LA [13097050],9.26666667,-75.48333333,58,"Cálido, T>=24°C, <=800meter"
2612,CERRO BOMBA [13097040],9.26666667,-75.5,50,"Cálido, T>=24°C, <=800meter"
4012,COCORILLA [13077240],9.3,-75.78333333,50,"Cálido, T>=24°C, <=800meter"
40,BOCATOMA YAGUARCACA [48017050],-4.19047222,-69.95027778,83,"Cálido, T>=24°C, <=800meter"
2628,NUEVE LOS [25027650],9.31666667,-75.38333333,98,"Cálido, T>=24°C, <=800meter"
411,PLAYA LA [29060330],10.76197222,-74.12047222,20,"Cálido, T>=24°C, <=800meter"
3434,MIRASOL [25021660],8.60083333,-75.25722222,30,"Cálido, T>=24°C, <=800meter"
2250,ACAPULCO [21206280],4.65383333,-74.33305556,2650,"Frío, 18°C>T>12°C, <=2800meter"
2729,DIVISA LA [25027660],9.6,-75.2,285,"Cálido, T>=24°C, <=800meter"
2820,PELONA LA [13097070],9.75,-75.58333333,20,"Cálido, T>=24°C, <=800meter"
3730,BELEN DE ANDAQUIES [44040020],1.41952778,-75.87072222,300,"Cálido, T>=24°C, <=800meter"
1406,HIDROBETANIA [21095020],2.71344444,-75.42491667,500,"Cálido, T>=24°C, <=800meter"
1407,HIDROBETANIA [21105060],2.71344444,-75.42491667,500,"Cálido, T>=24°C, <=800meter"
4026,NUMEROS LOS [13097060],9.63333333,-75.21666667,380,"Cálido, T>=24°C, <=800meter"
4122,VILLA ROSA [5205510],1.0305,-77.63827778,30,"Cálido, T>=24°C, <=800meter"
1593,COPA LA [24037020],5.57919444,-73.20877778,2700,"Frío, 18°C>T>12°C, <=2800meter"
1392,TEATINOS [35070310],5.42282222,-73.37577778,3250,"Muy Frío, 12°C>T>6°C, <=3700meter"
3609,ROSARIO EL [5201003]0,1.73944444,-77.3375,1700,"Templado, 24°C>T>18°C, <=1800meter"
2644,SENA [15065150],11.55,-72.9,4,"Cálido, T>=24°C, <=800meter"
4411,WILQUIPAMBA [52045070],1.19999833,-77.19,2850,"Muy Frío, 12°C>T>6°C, <=3700meter"
3456,LUZ MARY [29065090],10.6,-74.2,50,"Cálido, T>=24°C, <=800meter"
3376,PUERTO MANGO [13027020],7.61666667,-76.3,150,"Cálido, T>=24°C, <=800meter"
3902,SAN CONALITO [13017040],7.68333333,-76.11666667,100,"Cálido, T>=24°C, <=800meter"
3905,ESMERALDA LA [13027010],7.75,-76.25,170,"Cálido, T>=24°C, <=800meter"
607,CANAFINA [13027030],7.85,-76.31666667,90,"Cálido, T>=24°C, <=800meter"
3438,EL MONTON [13077300],8.86833333,-75.83555556,13,"Cálido, T>=24°C, <=800meter"
432,SAIZA [13020040],7.7,-76.48333333,287,"Cálido, T>=24°C, <=800meter"
429,MOLINILLO [13010010],7.68333333,-76.05,500,"Cálido, T>=24°C, <=800meter"
2679,PASACABALLOS [13047050],8.05,-76.2,65,"Cálido, T>=24°C, <=800meter"
2393,GRANJA EXP HOESCHST [26075100],3.63333333,-76.43333333,950,"Templado, 24°C>T>18°C, <=1800meter"
1651,JARDIN EL [26195030],5.58772222,-75.80055556,25,"Cálido, T>=24°C, <=800meter"
2896,TIERRALTA [13047030],8.18705556,-76.06461111,100,"Cálido, T>=24°C, <=800meter"
185,CARRIZOLA - AUT [13037040],8.16083333,-76.09555556,55,"Cálido, T>=24°C, <=800meter"
2123,SALINAS [5201015],2.29275,-76.58897222,2450,"Frío, 18°C>T>12°C, <=2800meter"
671,MINGUEO [1503703],11.21222222,-73.40333333,44,"Cálido, T>=24°C, <=800meter"
444,FLECHA LA [13010040],7.63333333,-75.96666667,500,"Cálido, T>=24°C, <=800meter"
1600,JARDIN EL [26165030],5.58333333,-75.83333333,1800,"Templado, 24°C>T>18°C, <=1800meter"
2873,TORO EL [13047040],8.11348333,-76.12793611,100,"Cálido, T>=24°C, <=800meter"
2221,VILLA LUZ ALBA [53110130],3.69008333,-76.5925,1426,"Templado, 24°C>T>18°C, <=1800meter"
2226,VILLA LUZ ALBA [26080380],3.7,-76.58333333,1440,"Templado, 24°C>T>18°C, <=1800meter"
1191,TAIJARA ALEJANDRIA [26140080],5.28080556,-75.82583333,1478,"Templado, 24°C>T>18°C, <=1800meter"
623,DESPENSA LA [13025030],7.88333333,-76.3,160,"Cálido, T>=24°C, <=800meter"
227,NUEVA COLOMBIA [13057010],8.49944444,-75.97861111,20,"Cálido, T>=24°C, <=800meter"
859,HONDA LA [11075010],6.35638889,-76.15805556,1850,"Frío, 18°C>T>12°C, <=2800meter"
3590,INSTITUCION AGRICOLA CONVENCION [16055090],8.47055556,-73.34388889,176,"Cálido, T>=24°C, <=800meter"
3784,BAJIRA [11147020],7.36844444,-76.72727778,2,"Cálido, T>=24°C, <=800meter"
2935,VILLARTEAGA [12017100],7.41322222,-76.59961111,80,"Cálido, T>=24°C, <=800meter"
843,ALDEA LA [26205080],6.34105556,-75.70094444,1737,"Templado, 24°C>T>18°C, <=1800meter"
3368,MANZANARES [16010110],7.61277778,-72.59083333,1350,"Templado, 24°C>T>18°C, <=1800meter"
1678,PORE [35230020],5.72613889,-71.99288889,300,"Cálido, T>=24°C, <=800meter"
3174,PEZVAL [13040030],8.26222222,-76.16916667,80,"Cálido, T>=24°C, <=800meter"
1559,FLECHA LA [26170350],5.46666667,-75.61666667,650,"Cálido, T>=24°C, <=800meter"
1465,PUERTO LLERAS [32075080],3.26769444,-73.37319444,245,"Cálido, T>=24°C, <=800meter"
2576,AEROPUERTO ALM. PADILLA [15065160],11.52961111,-72.91766667,4,"Cálido, T>=24°C, <=800meter"
76,LA MORA - AUT [21167080],3.72519444,-74.82644444,464,"Cálido, T>=24°C, <=800meter"
820,ASTILLEROS [27011110],6.25730556,-75.67586111,2450,"Frío, 18°C>T>12°C, <=2800meter"
838,IGUANA LA [27011120],6.31627778,-75.65752778,2300,"Frío, 18°C>T>12°C, <=2800meter"
302,TERPEYA COLOMBIA [21085040],2.66280556,-75.66555556,1650,"Templado, 24°C>T>18°C, <=1800meter"
2767,FORTUNA LA [37047030],6.91666667,-71.91666667,250,"Cálido, T>=24°C, <=800meter"
2609,PASTORA LA [13090230],9.29333333,-75.49194444,58,"Cálido, T>=24°C, <=800meter"
2375,POTRERO CEBA [24011110],5.83333333,-73.55,20,"Cálido, T>=24°C, <=800meter"
949,PUENTE CARRETERA [24027090],6.61666667,-73.06666667,1630,"Templado, 24°C>T>18°C, <=1800meter"
2206,SALADITO [5201011],2.33458333,-76.62011111,1820,"Frío, 18°C>T>12°C, <=2800meter"
881,LLANOS DE SAN JUAN [26230180],6.427,-75.71775,1600,"Templado, 24°C>T>18°C, <=1800meter"
3316,GARZONES LOS [13077280],8.82663889,-75.84197222,18,"Cálido, T>=24°C, <=800meter"
2353,BOCATOMA ARRIBA [24017900],5.83522222,-73.54766667,20,"Cálido, T>=24°C, <=800meter"
3217,BETANCI [13067080],8.50402778,-75.96369444,17,"Cálido, T>=24°C, <=800meter"
992,VEGAS LAS [24037100],5.86277778,-73.07577778,2700,"Frío, 18°C>T>12°C, <=2800meter"
